대여소 명,대여 일자 / 월,대여 건수
3003.래미안신공덕3차아파트,202101,25
3005.마포구청 청사내,202101,195
3006. 상암월드컵파크5단지(상암중학교),202101,84
3007.MBC 앞,202101,308
3008.DMC역7번출구,202101,266
3009.서교동사거리(신),202101,531
3010.홍대입구역 3번출구,202101,1471
3011.경의선(노고산동),202101,432
400. 상암한화오벨리스크 1차 앞,202101,347
401. 상암월드컵파크 10단지 앞,202101,360
402. 상암월드컵파크 9단지 앞,202101,249
403. 부엉이공원 앞,202101,245
405. DMC빌 앞,202101,236
406. 상암월드컵파크 7단지 앞,202101,255
407. 마포구 육아종합지원센터,202101,260
408. LG CNS앞,202101,294
409. 누리꿈스퀘어 옆,202101,737
410. 상암중학교 옆,202101,126
411. DMC홍보관,202101,433
412. DMC산학협력연구센터 앞,202101,530
413. 상암월드컵파크 3단지 후문,202101,263
414. 상암동주민센터 옆,202101,418
415. DMC역 9번출구 앞,202101,804
416. 상암월드컵파크 1단지 교차로,202101,276
417. DMC역 2번출구 옆,202101,404
418. 월드컵경기장역 3번출구 옆,202101,969
419. 홈플러스 앞,202101,893
420. 서울시 공공자전거 상암센터,202101,519
4202. 프런트원(공덕역4번출구 앞),202101,63
4205. 디지털미디어씨티역2번출구,202101,197
4206. 광흥창역5번출구,202101,100
4207. 아만티호텔 앞,202101,69
4208. 스타벅스(동교동) 앞,202101,89
421. 마포구청 앞,202101,618
4210. 가좌행복주택 앞,202101,122
4211. 시석빌딩 앞,202101,96
4212. 한화오벨리스크 앞,202101,61
4213. 마포구중앙도서관 정문 앞,202101,165
4214. JTBC 앞,202101,49
422. 문화비축기지,202101,92
424. 롯데하이마트 (상암월드컵점),202101,163
425. DMC첨단산업센터,202101,293
426. 서울신용보증재단,202101,438
427. 성산시영아파트,202101,414
432. 마포중앙도서관,202101,108
436. 이대역 5번출구,202101,224
437. 대흥역 1번출구,202101,345
438. 성산2-1 공영주차장,202101,619
439. 마포어린이공원,202101,884
440. 하늘공원 입구,202101,288
487.신석초교앞 교차로 교통섬,202101,496
489.구룡근린공원,202101,140
490.가온문화공원,202101,340
491.월드컵파크 4단지,202101,139
492.성산시영아파트 후문,202101,348
493.홍대입구역 6번출구,202101,713
494.신수동주민센터,202101,154
495.염리초등학교 앞,202101,329
497.합정동주민센터 앞,202101,802
498.연남동주민센터 앞,202101,606
115. 마스타 빌딩 앞,202101,327
116. 일진아이윌아파트 옆,202101,586
117. 홍은사거리,202101,1089
123. 문화촌 공원,202101,744
128. 신촌역(2호선) 1번출구 옆,202101,549
131. 증산2교,202101,767
133. 해담는다리,202101,686
134. 연세로 명물길,202101,412
135. 명물길 원형무대 앞,202101,220
137. NH농협 신촌지점 앞,202101,204
138. 신촌동 제1공영주차장 앞,202101,314
139. 연세대 정문 건너편,202101,118
140. 이화여대 후문,202101,261
141. 연대 대운동장 옆,202101,199
158. 독립문 어린이 공원,202101,174
159. 이대역 4번 출구,202101,205
160. 북아현동 가구거리,202101,259
161. 무악재역1번 출구,202101,97
162. 봉원고가차도 밑,202101,351
163. 명지전문대학교 정문 앞,202101,128
164. 북가좌1동 주민센터,202101,175
165. 중앙근린공원,202101,500
166. 가재울 초등학교,202101,549
167. 연가초등학교 옆,202101,188
169. 북가좌 삼거리,202101,177
170. 가재울 뉴타운 주유소 옆,202101,387
171. 임광빌딩 앞,202101,270
173. 서대문역 8번출구 앞,202101,222
175. 홍연2교옆,202101,744
176. 명지대학교 도서관,202101,498
177. 북가좌 초등학교,202101,269
178. 증산3교 앞,202101,574
179. 가좌역 4번출구 앞,202101,613
180. 충정로역 7번출구 아래,202101,296
188. 홍은동 정원여중 입구,202101,301
191. 서우빌딩(바른학원),202101,360
192. 연서어린이공원,202101,199
194. 증산교 앞,202101,748
195. 모래내고가차도,202101,302
196. 연희교차로 인근,202101,153
198. 충정2교,202101,298
3100. 북성초교,202101,105
3101. 서대문구청,202101,337
3102. 연희삼거리,202101,308
3103. 홍제삼거리 북측,202101,313
3104. e편한세상 신촌4단지 앞,202101,201
3105. 홍은센트레빌 아파트 앞,202101,117
3106. 홍남교 두바퀴쉼터,202101,595
3107. 연희초등학교 앞,202101,156
3109.북한산더? 106동 앞,202101,73
3110.홍은 현대아이파크 아파트 202동 앞,202101,211
3111.무악재역 4번 출구,202101,72
3113.독립문역사거리,202101,282
3114.충정로역 3번 출구,202101,183
3115.북아현 치안센터 인근,202101,305
3116.신촌역 4번출구,202101,261
3117.이화여대 인문관 인근,202101,57
3119.연희 브라운스톤 아파트 앞,202101,484
3120.DMC엘가아파트 앞,202101,266
3121.가좌삼거리,202101,331
3122.북가좌삼거리2,202101,241
3123.DMC파크뷰자이1단지 110동 앞,202101,178
3124.DMC센트럴아이파크아파트,202101,393
3125.연희파크푸르지오아파트 앞,202101,252
3126.남가좌동 제2공영주차장,202101,73
3127.홍은2파출소 옆,202101,187
3128.동신병원 맞은편,202101,269
3129.DMC래미안e편한세상203동옆,202101,253
3130.가재울사거리,202101,342
3131.연가교 교차로,202101,278
3132.홍제교,202101,116
3133.핀란드 타워앞,202101,120
3134.SK리쳄블(상수도사업본부),202101,146
4253. 홍은도담도서관,202101,47
2201. 본마을 정류소 앞,202101,32
2202.청계산입구역 1번출구,202101,276
2203. 청계산입구역 2번출구,202101,134
2205. 내곡3단지 어린이공원 앞,202101,230
2206. 언남초등학교 앞,202101,273
2207. 내곡파출소 뒤 정자,202101,58
2210. 반포1동 주민센터 앞,202101,152
2211. 서초구립반포도서관 앞,202101,328
2212.서초현대4차아파트 201동 맞은편,202101,171
2213. 고속터미널역 5번출구 앞,202101,517
2214. 신반포역 2번출구 앞,202101,164
2215. 반포종합운동장 입구,202101,162
2217.아크로리버뷰 부지 앞,202101,639
"2219. 고속터미널역 8-1번, 8-2번 출구 사이",202101,1408
2220. 반포본동 주민센터 앞,202101,844
2221.하나은행 방배동지점 앞,202101,399
2222.사당역 12번출구 뒤,202101,510
2223. 방배래미안 정문 앞,202101,157
2225.백석예술대학교 제3캠퍼스 앞,202101,66
2226. 신동아럭스빌아파트 앞,202101,97
2227.방배열린문화센터 앞,202101,179
2228.뒷벌공원 옆,202101,565
2229.로고스교회 맞은 편,202101,88
2230.이수역 4번 출구,202101,521
2231. 삼성타운(삼성생명) A동 맞은편,202101,574
2233. 서초신동아1차아파트 옆,202101,187
2235.KT 서초지사 앞,202101,168
2237.서울남부터미널 대합실 입구,202101,266
2239.교대역 6번출구,202101,192
2241.양재전화국 사거리,202101,183
2242.양재역 11번 출구 앞,202101,376
2243.서울가정법원,202101,199
2244.교육개발원입구 교차로,202101,450
2245.양재초등학교 맞은편,202101,292
2246. 서울시 품질시험소 앞,202101,278
2247.섬들근린공원,202101,461
2248. 서초리슈빌S 글로벌 앞,202101,67
2249. 우솔초등학교 맞은편,202101,99
2250. 서초유치원 맞은편,202101,266
2251. 더케이호텔 입구(양재2),202101,348
2252. 하이브랜드 앞,202101,607
2255.시민의숲역 1번출구 옆,202101,695
2256.양재동 꽃시장 입구,202101,133
2257. 하나로클럽 양재점 맞은편,202101,60
2258.구룡사 삼거리,202101,91
2259. 잠원역 3번-4번 출구사이,202101,321
2262. 한신16차아파트 119동 앞,202101,943
2264. 이수역 1번출구,202101,789
2265. 이수고가차도 남단,202101,425
2266. 서초역 3번출구,202101,274
2268. 서초4동주민센터,202101,220
2269. 주홍교 하부,202101,76
2270. 서초포레스타 7단지,202101,154
2271. 내방역 8번출구 앞,202101,251
2272. 교대입구 교차로,202101,122
2273. 일동제약 사거리,202101,255
2274. 양재시민의숲역 3번출구,202101,375
2275. 염곡치안센터 건너편,202101,30
2276. 영동1교 (양재천근린공원),202101,328
2277. 길마중4교 하부,202101,321
2279. 교대역 5번출구뒤,202101,442
2280. 서울서초고용센터앞,202101,185
2281. 연세사랑병원신관앞,202101,101
2282. 방배래미안아트힐 101동앞,202101,95
2283. 그룹한빌딩옆,202101,90
2284. CJ오쇼핑앞,202101,98
2285. LH서초3단지 301동 맞은편,202101,166
2286. 탑성마을입구,202101,28
2287. 능안마을입구,202101,19
2288. 안골마을입구,202101,17
2289. 남태령역 2번출구,202101,36
2292. 무지개아파트 앞,202101,99
2293. SPC 앞,202101,232
2294. 두상빌딩 앞,202101,511
2297. 남부터미널역 1번출구,202101,319
2298. 래미안서초스위트앞,202101,174
2299. 한전아트센터 앞,202101,247
2501. 서초 포레스타5단지,202101,168
2502. 서초역1번출구 앞,202101,166
2503. 반포1동 서초빌딩 앞,202101,318
2504. 신사역 4번출구 뒤,202101,312
2505. 우성아파트사거리 (기업은행앞),202101,479
2506. LG유플러스 (방배사옥),202101,135
2508. 양재이스타빌 앞,202101,357
2509. KT반포지사,202101,131
2510. JW타워,202101,91
2511. 이수역 6번출구 앞,202101,284
2514.사평역 2번출구,202101,115
2515.서초초등학교 후문,202101,212
2516.본마을 노인복지센터 앞,202101,95
2517.서초3교(효령로69길 방면),202101,39
2518.서초3교(효령로70길 방면),202101,149
2519.서초2교(사임당로 방면),202101,92
2520.서초1교 (진흥아파트 방면),202101,159
2521.서초 크로바타워 앞,202101,155
2523.뉴코아 킴스클럽 앞,202101,323
2524.반포쇼핑타운 8동 앞,202101,275
2525.반포쇼핑타운 2동 앞,202101,500
2526.반포경남쇼핑 앞,202101,96
2527.반포중학교 앞(세화여고 맞은편),202101,125
2528.함지박 사거리,202101,219
2529.우리은행 방배동지점 앞,202101,221
2530.삼호3차아파트 앞,202101,301
2531.멤피스아파트 앞,202101,316
2532.국립국악원 앞,202101,40
2533.한가람미술관 앞,202101,81
2534.신흥교(애견훈련소),202101,16
2535.신반포역 3번출구 뒤,202101,94
2536.서초종합체육관 입구,202101,6
2537.양재역 8번출구 앞,202101,203
2538.사평리 공원,202101,276
2539.대한무역투자진흥공사 KOTRA 앞,202101,2
2540.반포천 앞,202101,371
2541.옛골 입구,202101,60
2542.신논현타워 앞,202101,242
2545.국립중앙도서관(국제회의장옆),202101,83
2548.반포1동 자율방범초소 옆,202101,86
2549.LH 서초 4단지 403동,202101,151
2550.양재동 꽃시장 건너편,202101,194
4319. 삼성전자R&D어린이집 뒤,202101,40
3511. 응봉역 1번출구,202101,1263
3513. 상왕십리역 1번출구,202101,710
3514. 왕십리교회옆,202101,924
3515. 서울숲 관리사무소,202101,688
3525. 금호스포츠센터앞,202101,266
3527. 왕십리 자이아파트,202101,7
3530. 왕십리자이아파트 후문(삼거리),202101,139
3531. 논골사거리(금호도서관 입구),202101,115
3532. 왕십리KCC스위첸아파트,202101,40
3538. 서울숲 IT캐슬,202101,270
3544.한양대역 3번 출구,202101,380
3545.한양대역 1번출구,202101,163
3547.상왕십리역 6번 출입구,202101,125
3548.뚝섬역 6번출구,202101,453
3549.건영아파트 앞,202101,606
3550.금호나들목,202101,262
3551.성동도로사업소,202101,62
3552.서울숲 공영주차장앞,202101,242
3553.마장역3번출구,202101,136
3555.양지사거리(센트라스APT 115동앞),202101,57
3556.신금호파크자이APT앞,202101,104
3557.서울숲리버뷰자이APT105동 앞,202101,163
3558.마장동 금호어울림APT앞,202101,208
3559.성동구민종합체육센터 앞,202101,438
3560.성동구 견인차량 보관소 앞,202101,467
3561.행당동 삼부APT후문,202101,59
3600.사근빗물펌프장 건너편,202101,737
4353. 코오롱디지털타워 3차앞,202101,396
4360. 르노삼성자동차 성수사업소 앞,202101,131
4362. 행당중학교 후문,202101,117
506. 금호 어울림 아파트 앞,202101,255
507. 성수아이에스비즈타워 앞,202101,440
508. 성수아카데미타워 앞,202101,592
509. 이마트 버스정류소 옆,202101,1420
510. 서울숲 남문 버스정류소 옆,202101,254
511. 서울숲역 4번 출구 옆,202101,380
512. 뚝섬역 1번 출구 옆,202101,746
513. 뚝섬역 5번 출구 정류소 옆,202101,617
514. 성수사거리 버스정류장 앞,202101,693
518. 청계천 박물관 앞,202101,283
519. 양지사거리,202101,317
520. 상왕십리역 4번 출구 앞,202101,269
521. 왕십리역 11번 출구 앞,202101,592
522. 금호역 1번출구 앞,202101,91
523. 옥수동성당 옆,202101,51
524. 래미안금호하이리버 아파트 102동 옆,202101,205
525. 한양대병원사거리,202101,553
526. 용답토속공원 앞,202101,165
529. 장한평역 8번 출구 앞,202101,562
530. 청계벽산아파트 앞,202101,569
533. 우리은행 금호동 지점 앞,202101,109
534. 금호사거리,202101,120
535. 응봉삼거리,202101,194
536. 행당역 2번출구 앞,202101,326
537. 한양대후문역 부근,202101,431
538. 답십리역 8번출구 앞,202101,258
550. 서울시설공단 앞,202101,432
556. 달맞이공원,202101,62
557. 도선동 주민센터 앞,202101,422
558. 성동광진 교육지원청 앞,202101,490
559. 왕십리역 4번 출구 건너편,202101,641
560. 비전교회 앞,202101,613
561. 서울숲역 2번출구 앞,202101,595
562. 군자지하보도 앞,202101,325
563. 성동세무서 건너편,202101,705
564. 금호역 3번출구,202101,59
565. 옥수역 3번출구,202101,1640
567. 성수역 2번출구 앞,202101,1156
568. 청계8가사거리 부근,202101,1338
569. 응봉현대아파트 정류소,202101,92
578. 성동세무서 부근,202101,527
579. 마장역 4번출구,202101,349
581. 용답초등학교,202101,418
582. 경일중학교 앞,202101,540
583. 청계천 생태교실 앞,202101,1639
585. 성수2가1동 공영주차장 인근,202101,1163
586. 마장동 주민센터,202101,271
587. 유니베라 앞,202101,570
589. 성수역3번출구,202101,1324
594. 중랑물재생센터(서울새활용플라자),202101,229
9980. 에이텍,202101,2
1302. 한성대입구역6번출구 뒤,202101,246
1303. 돈암초교 입구,202101,361
1304. 만해공원,202101,142
1305. 성북구청,202101,407
1306. 한성대입구역2번출구,202101,552
1308. 안암로터리 버스정류장 앞,202101,1444
1314. 정릉꿈에그린1단지 201동 앞,202101,166
1315. 고려사대부속중고 정문,202101,116
1316. 고려사대부속중고 건너편,202101,192
1318. 길음역 3번출구 뒤,202101,389
1320. LG베스트샵 종암점,202101,858
1321. 국민은행 종암동지점 앞,202101,960
1322. 래미안라센트아파트 103동 앞,202101,465
1323. 월곡역 입구 육교 밑,202101,172
1325. 상월곡역 4번출구,202101,193
1326. 상월곡역 1번출구,202101,347
1327. 상월곡역 3번출구,202101,386
1328. 월곡역 3번출구,202101,736
1332. 석계역 5번출구 건너편,202101,469
1333. 석관초등학교 앞,202101,499
1334. 석관동주민센터 앞,202101,355
1336. 성북3교 위,202101,527
1337. 돈암성당 옆,202101,690
1338. 용문2교 옆,202101,343
1339. 삼성전자서비스 성북센터,202101,234
1340. 광운초등학교 앞,202101,252
1342. 성북쉼터 앞,202101,109
1343. 한성대7번출구 앞,202101,319
1344. 아리랑시네센터 앞,202101,279
1346. 길음8골어린이공원 옆,202101,313
1347. 길음래미안아파트817동 상가 앞,202101,160
1348. 성북제일새마을금고 본점 앞,202101,151
1349. 월계2교 버스정류장 앞,202101,414
1351. 안암2교 옆,202101,700
1352. e 편한세상 보문아파트 내,202101,113
1353. 금호어울림센터힐 내,202101,170
1354. 고려대학교 2번출구,202101,680
1355. 보문2교,202101,867
1357. 북한산보국문역,202101,179
1358. 정릉도서관 앞,202101,216
1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,202101,269
1360. 정릉역,202101,233
1361. 홍익중고 입구,202101,430
1362. 보문역6번출구 앞,202101,578
1363. 보문4교 인근,202101,766
1364. 성북동 치안센터 앞,202101,240
1365. 선잠단지 앞,202101,108
1366. 일신초등학교 옆,202101,95
1367. 길음문화복합미디어센터,202101,143
1368. 성신여대입구 교차로,202101,320
1369. 미아사거리,202101,614
1370. 복자사랑 피정의 집,202101,180
1372. KEB은행 고대점,202101,567
1373. 성북구보건소 건너편,202101,315
1375. 생명의 전화 종합복지관 앞 교차로,202101,507
1376. 한국과학기술연구원 중문,202101,91
1377. 한국과학기술연구원 북문,202101,59
1379.길음뉴타운푸르지오아파트 3단지,202101,109
1380.월곡역 5번출구 앞,202101,517
1381.석계역 4번출구 뒤,202101,462
1382.래미안월곡아파트 입구,202101,390
1384.성신여대입구역 5번출구,202101,569
1385.성신여대입구역 3번출구 앞,202101,308
1386.동선고가차도 초입,202101,211
1388.커핀그루나루,202101,214
1390.석관래미안아트리치,202101,387
1391.성북청소년센터,202101,109
1392.돈암삼성풍림아파트,202101,31
1393.돈암육교 하단,202101,75
1394.길음뉴타운 래미안9단지,202101,253
1395.래미안장위포레카운티(102동),202101,239
1396.래미안장위퍼스트하이(513동),202101,390
1397.래미안월곡아파트 (창문여고 건너편),202101,94
4403. 하월곡동 광명비전교회 앞,202101,94
1201. 가락시장역 3번 출구,202101,562
1203. 밀리아나2빌딩 앞,202101,464
1204. 거여역 3번출구,202101,291
1205. 종합운동장역 4번출구,202101,268
1206. 9호선종합운동장역 9번출구,202101,220
1207. 마천CU우방점 앞,202101,249
1208. 풍납현대아파트쉼터,202101,356
1209. 잠실나루역 (2번 출구 쪽),202101,1273
1210. 롯데월드타워(잠실역2번출구 쪽),202101,2089
1211. 방이삼거리,202101,907
1212. 송파역 2번 출구앞,202101,496
1213. 백토공원 앞,202101,162
1214. 오금역 7번 출구 인근,202101,298
1215. 올림픽공원역 1번출구 앞,202101,436
1217. 송파파인타운 7단지,202101,232
1218. 방이역 4번출구,202101,597
1220. 잠실본동주민센터뒤 잠실근린공원,202101,779
1221. 삼전사거리 포스코더샵,202101,596
1222. 잠실새내역 5번 출구 뒤,202101,875
1224. 아시아지하보도 2번 출구,202101,345
1226. 잠실4동 주민센터 옆,202101,485
1227. 거여역 8번출구 뒤,202101,368
1228. 마천사거리,202101,327
1229. 송파체육문화회관 앞,202101,397
1230. 송파중학교 정문,202101,284
1231. 잠실역 6번출구,202101,655
1232. 롯데마트 주차장 옆,202101,586
1233. 잠실3거리(갤러리아팰리스),202101,271
1235. 잠실트리지움310동 옆,202101,514
1239. 문정 법조단지3,202101,99
1240. 문정 법조단지4,202101,171
1241. 문정 법조단지5,202101,80
1242. 문정 법조단지6,202101,78
1243. 문정 법조단지7,202101,583
1244. 문정 법조단지8,202101,536
1245. 문정 법조단지9,202101,415
1246. 문정 법조단지10,202101,559
1247. 문정 법조단지11,202101,373
1248. 방이초등학교,202101,495
1249. 아주중학교건너편,202101,310
1250.문정2동 주민센터,202101,165
1251. 석촌역 2번출구,202101,613
1253. 오금역 3번 출구 뒤,202101,235
1256. 문정현대아파트 교차로,202101,281
1257. 가락시장역 롯데마트앞,202101,599
1258. 가락미륭아파트 앞,202101,189
1259. 방이역 1번출구,202101,492
1260. 방이동 한양3차아파트 옆,202101,342
1262. 송파여성문화회관 앞,202101,555
1263. 장지공영차고지,202101,88
1264. 천호역 10번 출구 앞,202101,698
1265. 문정동 근린공원,202101,407
1266. 문정동 글샘 공원,202101,137
1267. 올림픽공원 남2문 앞,202101,341
1268. 몽촌토성역 1번출구 옆,202101,893
1269. 리센츠아파트,202101,474
1271. 송파도서관,202101,281
1274. 영파여고 앞,202101,415
1275. 거여초등학교 옆,202101,177
1277. 오금동 송파 참병원,202101,308
1278. 송파구청 교차로,202101,741
1279. 마천금호어울림 1차아파트 건너편,202101,130
1280. 송파파크데일 2단지입구 앞 주차장,202101,198
1282. 송파소방서 맞은편(성내4교),202101,507
1283. 오금공원 사거리,202101,94
1285. 위례별 유치원 뒤,202101,148
1286. 위례중앙푸르지오 1단지 앞,202101,365
1287. 위례아이파크 101동 맞은편,202101,155
1288. 문정중교 사거리,202101,316
1289. 풍납동 자전거보관소,202101,127
1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,202101,193
1291. 서울체육고등학교 앞,202101,117
1293. 석촌호교차로 (스타벅스 앞),202101,639
1295. 잠실역 8번출구,202101,1237
1296. 석촌호수교차로 (송파나루근린공원 앞),202101,237
1297. 석촌호수교차로(동호 팔각정 앞),202101,497
1299. 송파소방서 (방이119안전센터),202101,168
1300. 오륜사거리,202101,181
2601. 석촌호수 서호사거리,202101,601
2603. 송파 글마루 도서관,202101,224
2604. 삼표레미콘 앞,202101,234
2605. 복정역 1번 출구 앞,202101,153
2606. 위례동주민센터 맞은편 근린공원,202101,331
2607. 복정역 2번출구 후문 (장지치안센터),202101,204
2608. 송파구청,202101,401
2609. 보성중고등학교 후문 앞,202101,28
2610. 여흥레이크빌 앞 (석촌호수 까페거리),202101,584
2611. 송파지역자활센터 뒤,202101,685
2612. 문정·가락 대여소 앞,202101,33
2613. 잠실나들목,202101,707
2614. 가락고등학교 앞,202101,311
2615. 테라타워2,202101,660
2616. 거여동 사거리,202101,78
2617. 가락삼환아파트 앞,202101,317
2618. 삼전역 1번출구,202101,367
2619. 석촌고분역 4번출구,202101,677
2620. 송파나루역 4번 출구옆,202101,969
2621. 한성백제역 2번 출구,202101,1053
2622. 올림픽공원역 3번출구,202101,1254
2623.석촌동 주민센터,202101,669
2625.가락1동 주민센터,202101,235
"2626.경찰병원역 1,2번 출구 사이",202101,214
2627.문정시영아파트 5동 앞 공원,202101,185
2628.문정역 1번출구,202101,575
2629.문정동 힐스데이트 에코 송파,202101,671
2630.서울방이동 고분군,202101,334
2631.배명고등학교,202101,260
2632.석촌고분역 2번 출구,202101,472
2633.송파학사 옆,202101,244
2634.위례포레샤인아파트 2318동,202101,114
2635.잠실새내역 1번출구,202101,359
2637.잠실월드 메르디앙,202101,428
2638.쌍용아파트,202101,429
2639.석촌역 8번출구,202101,741
2641.송파역 4번출구,202101,826
2642.마천동 성내천 쉼터,202101,210
2643.풍납중학교 측면,202101,120
2644.성내5교 (GS주유소),202101,306
2645.잠실나들목2(엘스아파트136동),202101,699
2646.레이클펠리스101동앞,202101,630
2647.잠실 자전거 수리센터 앞,202101,392
2648.헬리오시티 112동 앞,202101,403
2649.오금공원사거리2,202101,128
2650.위례22단지 2208동 다리앞,202101,76
2651.경찰병원역 3번출구 앞,202101,272
2652.송파 레미니스1단지 102동 앞,202101,188
2653.올림픽공원사거리(선수촌아파트),202101,348
2654.올림픽선수촌아파트 136동 앞,202101,212
2655.송이공원,202101,370
2656.풍납동 아이파크 107동 앞,202101,411
2657.송파 파인타운 11단지,202101,157
2658.가락몰 업무동,202101,405
2659.서울친환경유통센터,202101,44
700. KB국민은행 염창역 지점 앞,202101,444
701. 목동사거리 부근,202101,468
702. 목4동주민센터 옆,202101,644
703. 오목교역 7번출구 앞,202101,1458
704. 남부법원검찰청 교차로,202101,955
706. 신정네거리역,202101,375
707. 신정3동주민센터,202101,232
708. 서울출입국관리사무소 앞,202101,828
709. 신정3동 현장민원실 앞,202101,319
710. 금옥여고보도육교,202101,155
711. 신일해피트리아파트 앞,202101,307
712. 강월초교입구 사거리,202101,316
713. 양서중학교 옆,202101,291
714. 한국SGI 양천문화회관 앞,202101,248
716.신정6동 주민센터 인근,202101,480
719. 홍익병원앞 교차로,202101,599
720. 서울강월초등학교 앞,202101,190
722. LG전자베스트샵 신정점,202101,872
723. SBS방송국,202101,724
724. 계남공원 입구 주출입구 좌측,202101,109
725. 양강중학교앞 교차로,202101,230
726. 목동3단지 시내버스정류장,202101,1012
729. 서부식자재마트 건너편,202101,758
731. 서울시 도로환경관리센터,202101,560
732. 신월동 이마트,202101,332
733. 신정이펜하우스314동,202101,199
734. 신트리공원 입구,202101,637
735. 영도초등학교,202101,801
736. 오솔길공원,202101,316
737. 장수공원,202101,412
739. 신월사거리,202101,346
740. 으뜸공원,202101,409
741. 화곡로 입구 교차로,202101,134
742. 등촌역 5번 출구 뒤,202101,294
743. 현대6차아파트 101동 옆,202101,166
744. 신목동역 2번 출구,202101,869
745. 강서초등학교,202101,301
746. 목동2단지 상가,202101,897
747. 목동3단지 상가,202101,524
748. 목동운동장,202101,246
749. 이대 목동병원 앞,202101,517
750. 연의근린공원 건너편,202101,298
752. 성원2차 아파트,202101,330
754. 목동1단지아파트 118동 앞 (월촌초등학교 정류소 옆),202101,647
755. 목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆),202101,740
756. 목동주차장,202101,476
757. 신정이펜하우스 1단지아파트 입구 사거리,202101,205
758. 한사랑교회 앞,202101,649
759. 보아스아파트 앞,202101,228
760. 잣절보도육교 아래,202101,207
762. 오목로 무중력지대 앞,202101,316
763. 목동11단지 아파트,202101,411
764. 목동청소년수련관,202101,791
765. 오목교역 3번출구,202101,1435
766. 신목동역 3번출구,202101,780
767.신정숲속마을아파트,202101,120
768.목동5단지아파트 501동,202101,473
769.CBS방송국 앞,202101,1039
770.목동역5번출구 교통정보센터 앞,202101,1458
771.목동아파트 703동 앞,202101,635
"773.염창역 3, 4번 출구 사이",202101,473
774.등촌역 4번 출구,202101,284
775.세종그랑시아 앞(102동),202101,304
776.목마공원,202101,144
777.신월6차보람아파트 앞,202101,309
779.양천나눔누리센터,202101,549
780.신정교 하부,202101,839
781.신정보도육교 아래,202101,821
782.서남병원 후문,202101,185
"785.양천구청, 보건소 사잇길",202101,794
786.목동아파트 8단지 상가동 앞,202101,583
787.양천아파트 입구,202101,819
788.양천구청역 2번출구 옆,202101,649
790.화곡고가 사거리,202101,316
791.현대하이페리온,202101,764
792.목동트라팰리스 웨스턴에비뉴,202101,1342
793.목동5단지아파트 534동,202101,509
794.양천문화회관,202101,606
795.양천 해누리타운,202101,606
796.목동아파트 14단지 B상가 앞,202101,565
797.목동아파트 1422동 1434동 사잇길,202101,657
200. 국회의원회관,202101,158
201. 진미파라곤 앞,202101,428
202. 국민일보 앞,202101,1078
203. 국회의사당역 3번출구 옆,202101,622
204. 국회의사당역 5번출구 옆,202101,311
205. 산업은행 앞,202101,617
206. KBS 앞,202101,869
207. 여의나루역 1번출구 앞,202101,2618
209. 유진투자증권빌딩 앞,202101,526
210. IFC몰,202101,1547
211. 여의도역 4번출구 옆,202101,992
212. 여의도역 1번출구 옆,202101,690
213. KT앞,202101,713
214. 금융감독원 앞,202101,480
215. 여의도고교 앞,202101,310
217. NH농협은행 앞,202101,827
218. 증권거래소 앞,202101,378
219. 롯데캐슬엠파이어 옆,202101,464
220. 미성아파트 A동 앞,202101,523
221. 여의도초교 앞,202101,662
222. 시범아파트버스정류장 옆,202101,1236
223. 진주아파트상가 앞,202101,413
224. 롯데캐슬 앞,202101,558
225. 앙카라공원 앞,202101,568
226. 샛강역 1번출구 앞,202101,574
227. 양평2나들목 보행통로 입구,202101,735
228. 선유도역 3번출구 앞,202101,1086
229. 양평1 보행육교 앞,202101,659
230. 영등포구청역 1번출구,202101,1788
231. 남부고용노동지청 남측,202101,434
232. 양평우림 이비즈센타 앞,202101,1241
233. YP 센터 앞,202101,257
234. 영등포구민체육센터 앞,202101,281
235. 신길동 우리은행 옆,202101,358
236. 문래동자이아파트 앞,202101,510
238. 제2구민체육센타 앞,202101,372
239. 유스호스텔 앞,202101,451
240. 문래역 4번출구 앞,202101,900
241. 신길우성1차아파트 앞 공원,202101,411
242. 신길선원가와인아파트 앞,202101,371
243. 이앤씨드림타워 앞,202101,906
244. 영등포삼환아파트 앞,202101,638
245. 삼성생명 당산사옥 앞,202101,742
247. 당산역 10번출구 앞,202101,1714
248. 초원아파트 앞,202101,329
249. 여의도중학교 옆,202101,665
250. 대림아파트 사거리,202101,270
251. 서울지방병무청 버스정류장,202101,347
252. 보라매역4번출구,202101,425
253. 신풍역 5번출구 인근,202101,364
254. 도림신협 앞,202101,494
255. 도림사거리,202101,463
256. 동아에코빌입구,202101,353
257. 신길삼거리(우리은행),202101,932
258. 신길역3번출구,202101,474
259. 대방역6번출구,202101,956
260. 여의도 마리나선착장 앞,202101,258
262. 영문초등학교 사거리,202101,1169
263. 근로자회관 사거리,202101,1389
264. 교보생명보험 앞,202101,444
265. 영등포유통상가 사거리,202101,503
266. 영등포청과시장 사거리,202101,312
267. 삼성화재 사옥 옆,202101,499
268. 그랜드컨벤션센터 앞,202101,614
270. 증권거래소후문교차로,202101,236
271. 샛강생태공원방문자센터 앞,202101,158
272. 당산육갑문,202101,1173
